,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names,year,month
432699,SIERRA-G-18,0.025,TCE,2018-09-11,UG/L,<,0.025,37.45572222,-118.74586111,MUNICIPAL,0.0,0.0,0.0,USGS,SIERRA-G-18,SIERRA-G-18,2018,9
432770,S3-MACK-K12,0.025,TCE,2019-03-06,UG/L,<,0.025,36.48097222,-119.93986111,MUNICIPAL,400.0,280.0,120.0,USGS,S3-MACK-K12,S3-MACK-K12,2019,3
432880,S8_MOBS_F14,0.025,TCE,2018-03-14,UG/L,<,0.025,34.87455556,-116.60966667,MUNICIPAL,534.0,155.0,350.0,USGS,S8_MOBS_F14,S8_MOBS_F14,2018,3
432930,BEAR-G06,0.022000000000000002,TCE,2010-04-22,UG/L,<,0.022000000000000002,34.27386111,-117.27977778,MUNICIPAL,0.0,0.0,0.0,USGS,BEAR-G06,BEAR-G06,2010,4
433200,BEAR-G12,0.022000000000000002,TCE,2010-05-19,UG/L,<,0.022000000000000002,34.25325,-117.08258333,MUNICIPAL,0.0,0.0,0.0,USGS,BEAR-G12,BEAR-G12,2010,5
433259,SCRV-35,0.02,TCE,2007-04-19,UG/L,<,0.02,34.26927778,-118.78347222,MUNICIPAL,300.0,70.0,220.0,USGS,SCRV-35,SCRV-35,2007,4
433441,SDHDRK-09,0.022000000000000002,TCE,2011-05-10,UG/L,<,0.022000000000000002,32.61588889,-116.59555556,MUNICIPAL,400.0,75.0,325.0,USGS,SDHDRK-09,SDHDRK-09,2011,5
433748,MADCHOW-29,0.025,TCE,2018-06-04,UG/L,<,0.025,36.85069444,-120.25558333,MUNICIPAL,340.0,0.0,0.0,USGS,MADCHOW-29,MADCHOW-29,2018,6
433925,S-MS-H28,0.022000000000000002,TCE,2013-04-22,UG/L,<,0.022000000000000002,35.96741667,-120.64994444,MUNICIPAL,60.0,0.0,0.0,USGS,S-MS-H28,S-MS-H28,2013,4
433957,SIERRA-SL-03,0.02,TCE,2008-07-16,UG/L,<,0.02,36.10041667,-118.85097222,MUNICIPAL,155.0,20.0,135.0,USGS,SIERRA-SL-03,SIERRA-SL-03,2008,7
434463,"SIERRA-S-01, SOSA-31",0.02,TCE,2008-06-25,UG/L,<,0.02,35.66591667,-118.292,MUNICIPAL,120.0,78.0,42.0,USGS,"SIERRA-S-01, SOSA-31","SIERRA-S-01, SOSA-31",2008,6
435057,HR-PRFP-10,0.022000000000000002,TCE,2012-01-26,UG/L,<,0.022000000000000002,32.87225,-116.62686111,MUNICIPAL,500.0,0.0,0.0,USGS,HR-PRFP-10,HR-PRFP-10,2012,1
435076,KING-04,0.038,TCE,2005-10-17,UG/L,<,0.038,36.60647222,-120.04052778,MUNICIPAL,500.0,240.0,260.0,USGS,KING-04,KING-04,2005,10
435147,CWISH-05,0.038,TCE,2006-05-17,UG/L,<,0.038,37.29230556,-119.52066667,MUNICIPAL,202.0,85.0,117.0,USGS,CWISH-05,CWISH-05,2006,5
435323,HR-SG-17,0.022000000000000002,TCE,2011-07-14,UG/L,<,0.022000000000000002,34.34488889,-117.96830556,MUNICIPAL,0.0,0.0,0.0,USGS,HR-SG-17,HR-SG-17,2011,7
435580,CWISH-01,0.022000000000000002,TCE,2016-05-04,UG/L,<,0.022000000000000002,37.27441667,-119.53355556,MUNICIPAL,608.0,0.0,0.0,USGS,CWISH-01,CWISH-01,2016,5
435598,SOL-04,0.038,TCE,2005-03-23,UG/L,<,0.038,38.11297378,-121.69495462,MUNICIPAL,416.0,303.0,113.0,USGS,SOL-04,SOL-04,2005,3
435648,MOJO-51,0.02,TCE,2008-04-02,UG/L,<,0.02,34.90625,-116.66619444,MUNICIPAL,300.0,0.0,0.0,USGS,MOJO-51,MOJO-51,2008,4
435671,SOSA-33,0.038,TCE,2006-06-30,UG/L,<,0.038,35.19475,-118.54333333,MUNICIPAL,195.0,115.0,80.0,USGS,SOSA-33,SOSA-33,2006,6
435750,KERN-09,0.038,TCE,2006-01-23,UG/L,<,0.038,35.33205556,-119.36275,MUNICIPAL,400.0,150.0,250.0,USGS,KERN-09,KERN-09,2006,1
435763,TULE-12,0.038,TCE,2005-12-08,UG/L,<,0.038,35.91313889,-119.42208333,MUNICIPAL,1487.0,944.0,543.0,USGS,TULE-12,TULE-12,2005,12
435817,ESJ-02,0.038,TCE,2005-01-04,UG/L,<,0.038,37.77322222,-121.20894444,MUNICIPAL,350.0,138.0,202.0,USGS,ESJ-02,ESJ-02,2005,1
435879,MSPR-05,0.038,TCE,2005-07-27,UG/L,<,0.038,35.66969444,-120.64675,MUNICIPAL,840.0,640.0,200.0,USGS,MSPR-05,MSPR-05,2005,7
435894,MSMB-36,0.038,TCE,2005-08-10,UG/L,<,0.038,36.76302778,-121.61238889,MUNICIPAL,640.0,392.0,228.0,USGS,MSMB-36,MSMB-36,2005,8
435933,SOSA-17,0.038,TCE,2006-06-13,UG/L,<,0.038,35.57683333,-118.45527778,MUNICIPAL,15.0,20.0,130.0,USGS,SOSA-17,SOSA-17,2006,6
435993,ANT-55,0.02,TCE,2008-04-10,UG/L,<,0.02,34.60225,-118.11111111,MUNICIPAL,800.0,0.0,0.0,USGS,ANT-55,ANT-55,2008,4
436004,SSV-QPC-11,0.48200000000000004,TCE,2005-05-03,UG/L,,0.038,38.59216667,-121.16188889,MUNICIPAL,285.0,0.0,0.0,USGS,SSV-QPC-11,SSV-QPC-11,2005,5
436032,TRLK-08,0.038,TCE,2006-03-23,UG/L,<,0.038,37.49133333,-120.52505556,MUNICIPAL,128.0,72.0,56.0,USGS,TRLK-08,TRLK-08,2006,3
436071,CLABWB-06,0.02,TCE,2006-11-13,UG/L,<,0.038,33.79141667,-118.23680556,MUNICIPAL,930.0,480.0,430.0,USGS,CLABWB-06,CLABWB-06,2006,11
436346,USAWY-08,0.02,TCE,2007-01-11,UG/L,<,0.02,33.98688889,-116.96461111,MUNICIPAL,444.0,58.0,376.0,USGS,USAWY-08,USAWY-08,2007,1
436481,CLABOC-16,0.05,TCE,2006-08-31,UG/L,=,0.038,33.70862912,-117.95950322,MUNICIPAL,366.0,201.0,155.0,USGS,CLABOC-16,CLABOC-16,2006,8
436635,TULE-15,0.038,TCE,2005-12-14,UG/L,<,0.038,35.87622222,-119.47816667,MUNICIPAL,1330.0,970.0,40.0,USGS,TULE-15,TULE-15,2005,12
436658,MER-17,0.038,TCE,2006-04-18,UG/L,<,0.038,37.30183333,-120.25244444,MUNICIPAL,0.0,0.0,0.0,USGS,MER-17,MER-17,2006,4
436669,CE-QPC-FP01,0.038,TCE,2006-05-03,UG/L,<,0.038,37.74591667,-120.80186111,MUNICIPAL,611.0,315.0,291.0,USGS,CE-QPC-FP01,CE-QPC-FP01,2006,5
436685,SOSA-21,0.018000000000000002,TCE,2006-06-14,UG/L,=,0.038,35.70508333,-118.45663889,MUNICIPAL,0.0,0.0,0.0,USGS,SOSA-21,SOSA-21,2006,6
436755,ESAC-09,0.038,TCE,2006-07-13,UG/L,<,0.038,39.60119444,-121.76286111,MUNICIPAL,554.0,140.0,414.0,USGS,ESAC-09,ESAC-09,2006,7
436804,TRLK-12,0.038,TCE,2006-04-03,UG/L,<,0.038,37.35138889,-120.96163889,MUNICIPAL,158.0,0.0,0.0,USGS,TRLK-12,TRLK-12,2006,4
436893,KWH-13,0.038,TCE,2005-11-30,UG/L,<,0.038,36.18213889,-119.43825,MUNICIPAL,220.0,0.0,0.0,USGS,KWH-13,KWH-13,2005,11
436942,SF-32,0.02,TCE,2007-04-24,UG/L,<,0.02,37.22025,-121.73791667,MUNICIPAL,0.0,0.0,0.0,USGS,SF-32,SF-32,2007,4
437025,NAM-07,0.038,TCE,2005-04-25,UG/L,<,0.038,38.94027778,-121.37333333,MUNICIPAL,140.0,100.0,35.0,USGS,NAM-07,NAM-07,2005,4
437035,SOL-13,0.038,TCE,2005-05-18,UG/L,<,0.038,38.31575,-121.86888889,MUNICIPAL,180.0,100.0,80.0,USGS,SOL-13,SOL-13,2005,5
437088,MSMB-32,0.038,TCE,2005-08-31,UG/L,<,0.038,36.77875,-121.66561111,MUNICIPAL,214.0,0.0,0.0,USGS,MSMB-32,MSMB-32,2005,8
437267,ANT-29,0.02,TCE,2008-02-11,UG/L,<,0.02,34.86380556,-118.26494444,MUNICIPAL,0.0,0.0,0.0,USGS,ANT-29,ANT-29,2008,2
437293,WSAC-27,0.038,TCE,2006-08-15,UG/L,<,0.038,39.11583333,-122.06933333,MUNICIPAL,300.0,0.0,0.0,USGS,WSAC-27,WSAC-27,2006,8
437335,SF-23,0.02,TCE,2007-04-25,UG/L,<,0.02,37.35291667,-121.93738889,MUNICIPAL,890.0,300.0,570.0,USGS,SF-23,SF-23,2007,4
437347,MOJO-03,0.02,TCE,2008-02-04,UG/L,<,0.02,34.52775,-117.12419444,MUNICIPAL,310.0,221.0,89.0,USGS,MOJO-03,MOJO-03,2008,2
437384,SFU-11,0.02,TCE,2007-06-07,UG/L,<,0.02,37.80613889,-122.16116667,MUNICIPAL,0.0,0.0,0.0,USGS,SFU-11,SFU-11,2007,6
437411,KERN-14,0.038,TCE,2006-01-25,UG/L,<,0.038,35.51272222,-119.109,MUNICIPAL,1023.0,630.0,378.0,USGS,KERN-14,KERN-14,2006,1
437458,SOSA-08,0.038,TCE,2006-06-07,UG/L,<,0.038,35.08847222,-118.63575,MUNICIPAL,700.0,300.0,400.0,USGS,SOSA-08,SOSA-08,2006,6
437613,CLABU-05,0.02,TCE,2006-11-15,UG/L,<,0.02,33.87177778,-118.10419444,MUNICIPAL,222.0,212.0,8.0,USGS,CLABU-05,CLABU-05,2006,11
437792,YOL-05,0.038,TCE,2005-04-27,UG/L,<,0.038,38.57941667,-121.85322222,MUNICIPAL,0.0,0.0,0.0,USGS,YOL-05,YOL-05,2005,4
437957,ANT-28,0.02,TCE,2008-02-11,UG/L,<,0.02,34.87558333,-118.27066667,MUNICIPAL,0.0,0.0,0.0,USGS,ANT-28,ANT-28,2008,2
437988,SAM-09,0.038,TCE,2005-04-19,UG/L,<,0.038,38.45644444,-121.3095,MUNICIPAL,0.0,0.0,0.0,USGS,SAM-09,SAM-09,2005,4
438000,MSMB-25,0.038,TCE,2005-09-15,UG/L,<,0.038,36.73186111,-121.67497222,MUNICIPAL,0.0,0.0,0.0,USGS,MSMB-25,MSMB-25,2005,9
438179,SOSA-29,0.038,TCE,2006-06-21,UG/L,<,0.038,35.92677778,-118.49402778,MUNICIPAL,42.0,21.0,21.0,USGS,SOSA-29,SOSA-29,2006,6
438286,SF-25,0.02,TCE,2007-05-01,UG/L,<,0.02,37.36966667,-121.86825,MUNICIPAL,612.0,267.0,336.0,USGS,SF-25,SF-25,2007,5
438415,USAWY-01,0.02,TCE,2006-11-27,UG/L,<,0.02,33.95802778,-117.01894444,MUNICIPAL,0.0,0.0,0.0,USGS,USAWY-01,USAWY-01,2006,11
438539,COS-09,0.038,TCE,2005-01-10,UG/L,<,0.038,38.21386111,-121.17055556,MUNICIPAL,0.0,0.0,0.0,USGS,COS-09,COS-09,2005,1
438704,MSPR-04,0.038,TCE,2005-07-28,UG/L,<,0.038,35.64841667,-120.66055556,MUNICIPAL,775.0,275.0,500.0,USGS,MSPR-04,MSPR-04,2005,7
438773,CE-QPC-08,0.038,TCE,2006-05-02,UG/L,<,0.038,37.35771762,-120.451301,MUNICIPAL,109.0,0.0,0.0,USGS,CE-QPC-08,CE-QPC-08,2006,5
438790,SCRC-B02,0.02,TCE,2008-05-20,UG/L,<,0.02,35.25330556,-120.68788889,MUNICIPAL,140.0,40.0,90.0,USGS,SCRC-B02,SCRC-B02,2008,5
438991,ULASF-01,0.038,TCE,2005-05-24,UG/L,<,0.038,34.30469444,-118.381,MUNICIPAL,600.0,185.0,301.0,USGS,ULASF-01,ULASF-01,2005,5
439038,ESAC-14,0.038,TCE,2006-07-17,UG/L,<,0.038,39.14130556,-121.74430556,MUNICIPAL,280.0,140.0,140.0,USGS,ESAC-14,ESAC-14,2006,7
439084,CE-QPC-05,0.038,TCE,2006-04-19,UG/L,<,0.038,37.63937681,-120.58297720000002,MUNICIPAL,117.0,97.0,20.0,USGS,CE-QPC-05,CE-QPC-05,2006,4
439391,USAWY-03,0.02,TCE,2006-12-13,UG/L,<,0.02,34.02280556,-117.08772222,MUNICIPAL,600.0,150.0,426.0,USGS,USAWY-03,USAWY-03,2006,12
439425,SCRC-B32,0.02,TCE,2008-07-17,UG/L,<,0.02,34.93902778,-120.56786111,MUNICIPAL,300.0,102.0,-102.0,USGS,SCRC-B32,SCRC-B32,2008,7
439467,MSMB-01,0.038,TCE,2005-08-04,UG/L,<,0.038,36.59775,-121.83455556,MUNICIPAL,280.0,0.0,0.0,USGS,MSMB-01,MSMB-01,2005,8
439873,MER-13,0.038,TCE,2006-04-13,UG/L,<,0.038,37.19044444,-120.53786111,MUNICIPAL,355.0,110.0,240.0,USGS,MER-13,MER-13,2006,4
439935,MSPR-07,0.038,TCE,2005-07-21,UG/L,<,0.038,35.71952778,-120.75577778,MUNICIPAL,510.0,310.0,200.0,USGS,MSPR-07,MSPR-07,2005,7
440108,ANT-42,0.02,TCE,2008-03-03,UG/L,<,0.02,34.78294444,-118.28133333,MUNICIPAL,0.0,0.0,0.0,USGS,ANT-42,ANT-42,2008,3
440416,BV-05,0.022000000000000002,TCE,2009-10-29,UG/L,<,0.022000000000000002,33.22603056,-116.34831667,MUNICIPAL,580.0,248.0,320.0,USGS,BV-05,BV-05,2009,10
440509,BV-01,0.022000000000000002,TCE,2009-10-19,UG/L,<,0.022000000000000002,33.19811111,-116.29594444,MUNICIPAL,0.0,0.0,0.0,USGS,BV-01,BV-01,2009,10
440569,COA-11,0.02,TCE,2007-03-08,UG/L,<,0.02,33.51763889,-116.13163889,MUNICIPAL,0.0,0.0,0.0,USGS,COA-11,COA-11,2007,3
440677,COAU-05,0.02,TCE,2007-03-07,UG/L,<,0.02,33.92088889,-116.66358333,MUNICIPAL,909.0,306.0,600.0,USGS,COAU-05,COAU-05,2007,3
440700,COAU-06,0.02,TCE,2007-03-13,UG/L,<,0.02,33.92069444,-116.87558333,MUNICIPAL,1130.0,580.0,530.0,USGS,COAU-06,COAU-06,2007,3
440920,COAU-02,0.02,TCE,2007-02-27,UG/L,<,0.02,33.84716667,-116.45363889,MUNICIPAL,600.0,288.0,312.0,USGS,COAU-02,COAU-02,2007,2
441957,OIW-04,0.02,TCE,2006-10-18,UG/L,<,0.038,35.80186111,-117.87175,MUNICIPAL,400.0,320.0,80.0,USGS,OIW-04,OIW-04,2006,10
442119,GIL-03,0.02,TCE,2008-08-13,UG/L,<,0.02,36.87027778,-121.43272222,MUNICIPAL,0.0,0.0,0.0,USGS,GIL-03,GIL-03,2008,8
442214,NOCO-IN27,0.025,TCE,2019-06-24,UG/L,<,0.025,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
442483,S8_MOBS_R24,0.025,TCE,2018-04-11,UG/L,<,0.025,34.42094444,-116.99913889,MUNICIPAL,220.5,200.0,20.0,USGS,S8_MOBS_R24,S8_MOBS_R24,2018,4
442581,NOCO-CO10,0.025,TCE,2019-07-17,UG/L,<,0.025,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
442597,NOCO-CO-10,0.02,TCE,2009-08-13,UG/L,<,0.02,40.86388889,-123.97425,MUNICIPAL,225.0,210.0,10.0,USGS,NOCO-CO-10,NOCO-CO-10,2009,8
443174,S-NSF-VP27,0.022000000000000002,TCE,2012-04-09,UG/L,<,0.022000000000000002,38.33091667,-122.29855556,MUNICIPAL,,,,USGS,S-NSF-VP27,S-NSF-VP27,2012,4
443213,NSFVP-47,0.038,TCE,2004-11-03,UG/L,<,0.038,38.58530556,-122.56938889,MUNICIPAL,79.0,0.0,0.0,USGS,NSFVP-47,NSFVP-47,2004,11
443242,S-NSF-VP03,0.022000000000000002,TCE,2012-04-25,UG/L,<,0.022000000000000002,38.38411111,-122.76502778,MUNICIPAL,,,,USGS,S-NSF-VP03,S-NSF-VP03,2012,4
443273,S-NSF-VP12,0.022000000000000002,TCE,2012-04-18,UG/L,<,0.022000000000000002,38.27605556,-122.61663889,MUNICIPAL,,,,USGS,S-NSF-VP12,S-NSF-VP12,2012,4
443313,NSFVPFP-01,0.038,TCE,2004-09-14,UG/L,<,0.038,38.40825,-122.80152778,MUNICIPAL,1040.0,410.0,610.0,USGS,NSFVPFP-01,NSFVPFP-01,2004,9
443369,NSFVP-06,0.022000000000000002,TCE,2014-10-22,UG/L,<,0.022000000000000002,38.32613889,-122.67669444,MUNICIPAL,700.0,170.0,510.0,USGS,NSFVP-06,NSFVP-06,2014,10
443394,NSFVPFP-02,0.038,TCE,2004-09-30,UG/L,<,0.038,38.41966667,-122.77425,MUNICIPAL,231.0,61.0,170.0,USGS,NSFVPFP-02,NSFVPFP-02,2004,9
443433,S-NSF-VP14,0.022000000000000002,TCE,2012-06-13,UG/L,<,0.022000000000000002,38.43944444,-122.67944444,MUNICIPAL,,,,USGS,S-NSF-VP14,S-NSF-VP14,2012,6
443591,S-NSF-H35,0.022000000000000002,TCE,2012-04-10,UG/L,<,0.022000000000000002,38.47616667,-122.38936111,MUNICIPAL,,,,USGS,S-NSF-H35,S-NSF-H35,2012,4
443727,NSFWGFP-01,0.034,TCE,2011-10-25,UG/L,,0.022000000000000002,38.39997222,-122.821,MUNICIPAL,528.0,138.0,390.0,USGS,NSFWGFP-01,NSFWGFP-01,2011,10
443737,NSFWGFP-01,0.017,TCE,2014-09-17,UG/L,,0.022000000000000002,38.39997222,-122.821,MUNICIPAL,528.0,138.0,390.0,USGS,NSFWGFP-01,NSFWGFP-01,2014,9
444325,NSFVP-41,0.02,TCE,2007-08-20,UG/L,<,0.02,38.32561111,-122.29063889,MUNICIPAL,235.0,60.0,175.0,USGS,NSFVP-41,NSFVP-41,2007,8
444451,S-NSF-H16,0.022000000000000002,TCE,2012-04-25,UG/L,<,0.022000000000000002,38.33952778,-122.80027778,MUNICIPAL,,,,USGS,S-NSF-H16,S-NSF-H16,2012,4
444525,S-NSF-VP29,0.022000000000000002,TCE,2012-04-12,UG/L,<,0.022000000000000002,38.46888889,-122.40552778,MUNICIPAL,,,,USGS,S-NSF-VP29,S-NSF-VP29,2012,4
444741,NSFVP-08,0.038,TCE,2004-09-02,UG/L,<,0.038,38.55488889,-122.8565,MUNICIPAL,102.0,70.0,18.0,USGS,NSFVP-08,NSFVP-08,2004,9
444779,NSFVP-16,0.038,TCE,2004-09-15,UG/L,<,0.038,38.44608333,-122.66986111,MUNICIPAL,206.0,50.0,50.0,USGS,NSFVP-16,NSFVP-16,2004,9
444869,NSFVP-07,0.038,TCE,2004-09-02,UG/L,<,0.038,38.33938889,-122.71586111,MUNICIPAL,685.0,295.0,375.0,USGS,NSFVP-07,NSFVP-07,2004,9
444963,SF-34,0.02,TCE,2007-06-05,UG/L,<,0.02,37.55125,-121.96655556,MUNICIPAL,153.0,60.0,93.0,USGS,SF-34,SF-34,2007,6
445115,OV-12,0.038,TCE,2006-09-14,UG/L,<,0.038,36.59716667,-118.18777778,MUNICIPAL,126.0,96.0,20.0,USGS,OV-12,OV-12,2006,9
445379,OV-40,0.02,TCE,2006-12-11,UG/L,<,0.02,36.45091667,-117.89702778,MUNICIPAL,775.0,644.0,130.0,USGS,OV-40,OV-40,2006,12
445420,OVU-12,0.02,TCE,2006-12-11,UG/L,<,0.02,36.40847222,-117.91875,MUNICIPAL,700.0,0.0,0.0,USGS,OVU-12,OVU-12,2006,12
445580,OV-07,0.038,TCE,2006-09-12,UG/L,<,0.038,36.83132176,-118.24565258,MUNICIPAL,650.0,290.0,360.0,USGS,OV-07,OV-07,2006,9
445686,OV-30,0.02,TCE,2006-10-05,UG/L,<,0.038,37.419651,-118.32677439999999,MUNICIPAL,388.0,143.0,217.0,USGS,OV-30,OV-30,2006,10
445774,OV-32,0.02,TCE,2006-10-23,UG/L,<,0.038,36.49672222,-117.87819444,MUNICIPAL,125.0,51.0,57.0,USGS,OV-32,OV-32,2006,10
445922,OV-18,0.02,TCE,2006-10-02,UG/L,<,0.038,37.66175,-118.40952778,MUNICIPAL,642.0,210.0,430.0,USGS,OV-18,OV-18,2006,10
446066,SCRV-18,0.022000000000000002,TCE,2011-04-27,UG/L,<,0.022000000000000002,34.28386111,-119.15205556,MUNICIPAL,420.0,300.0,100.0,USGS,SCRV-18,SCRV-18,2011,4
446325,COLORU-03,0.02,TCE,2007-10-23,UG/L,<,0.02,33.60641343,-114.60356792,MUNICIPAL,335.0,310.0,-310.0,USGS,COLORU-03,COLORU-03,2007,10
446502,COLORU-02,0.02,TCE,2007-10-23,UG/L,<,0.02,33.60946895,-114.56828914,MUNICIPAL,454.0,436.0,-436.0,USGS,COLORU-02,COLORU-02,2007,10
446750,ESAC-01,0.025,TCE,2016-10-04,UG/L,<,0.025,39.01633333,-121.43580556,MUNICIPAL,278.0,150.0,102.0,USGS,ESAC-01,ESAC-01,2016,10
446909,NSAC-16,0.025,TCE,2017-10-26,UG/L,<,0.025,40.02180556,-122.09813889,MUNICIPAL,307.0,90.0,217.0,USGS,NSAC-16,NSAC-16,2017,10
447331,WSAC-FP-02,0.038,TCE,2006-08-15,UG/L,<,0.038,39.72791667,-122.20719444,MUNICIPAL,421.0,0.0,0.0,USGS,WSAC-FP-02,WSAC-FP-02,2006,8
447597,WSAC-05,0.038,TCE,2006-07-12,UG/L,<,0.038,39.81383333,-122.32872222,MUNICIPAL,236.0,136.0,100.0,USGS,WSAC-05,WSAC-05,2006,7
447636,ESAC-33,0.038,TCE,2006-08-17,UG/L,<,0.038,39.49522222,-121.55277778,MUNICIPAL,335.0,0.0,0.0,USGS,ESAC-33,ESAC-33,2006,8
447646,ESAC-13,0.038,TCE,2006-07-17,UG/L,<,0.038,39.93986111,-122.05886111,MUNICIPAL,355.0,0.0,0.0,USGS,ESAC-13,ESAC-13,2006,7
447700,WSAC-25,0.038,TCE,2006-08-09,UG/L,<,0.038,38.79191667,-121.7625,MUNICIPAL,0.0,0.0,0.0,USGS,WSAC-25,WSAC-25,2006,8
447766,YOL-01,0.038,TCE,2005-04-11,UG/L,<,0.038,38.68680556,-121.76630556,MUNICIPAL,470.0,210.0,250.0,USGS,YOL-01,YOL-01,2005,4
447785,YOL-01,0.02,TCE,2008-04-07,UG/L,<,0.02,38.68680556,-121.76630556,MUNICIPAL,470.0,210.0,250.0,USGS,YOL-01,YOL-01,2008,4
447877,YOL-03,0.022000000000000002,TCE,2011-12-12,UG/L,<,0.022000000000000002,38.53194444,-121.75555556,MUNICIPAL,1450.0,1264.0,168.0,USGS,YOL-03,YOL-03,2011,12
447947,ESAC-29,0.038,TCE,2006-08-03,UG/L,<,0.038,38.79319444,-121.68858333,MUNICIPAL,215.0,0.0,0.0,USGS,ESAC-29,ESAC-29,2006,8
448064,SOL-06,0.022000000000000002,TCE,2014-04-22,UG/L,<,0.022000000000000002,38.24055556,-121.51111111,MUNICIPAL,244.0,228.0,12.0,USGS,SOL-06,SOL-06,2014,4
448104,COS-06,0.038,TCE,2004-12-15,UG/L,<,0.038,38.19102778,-121.32161111,MUNICIPAL,117.0,117.0,-117.0,USGS,COS-06,COS-06,2004,12
448229,MSSV-18,0.038,TCE,2005-08-01,UG/L,<,0.038,36.41775,-121.31252778,MUNICIPAL,0.0,0.0,0.0,USGS,MSSV-18,MSSV-18,2005,8
448795,SCRC-B10R,0.025,TCE,2018-06-27,UG/L,<,0.025,34.74072222,-120.27033333,MUNICIPAL,,,,USGS,SCRC-B10R,SCRC-B10R,2018,6
448957,ULASF-05,0.107,TCE,2005-05-26,UG/L,,0.038,34.19405556,-118.41594444,MUNICIPAL,594.0,195.0,383.0,USGS,ULASF-05,ULASF-05,2005,5
448989,ULASF-10,3.65,TCE,2005-06-08,UG/L,,0.038,34.18177778,-118.36858333,MUNICIPAL,930.0,268.0,626.0,USGS,ULASF-10,ULASF-10,2005,6
449014,ULASF-10,2.27,TCE,2012-03-15,UG/L,,0.022000000000000002,34.18177778,-118.36858333,MUNICIPAL,930.0,268.0,626.0,USGS,ULASF-10,ULASF-10,2012,3
449457,ULASGU-09,0.038,TCE,2005-07-13,UG/L,<,0.038,34.09813889,-117.97847222,MUNICIPAL,600.0,298.0,283.0,USGS,ULASGU-09,ULASGU-09,2005,7
449600,ULASG-15,0.022000000000000002,TCE,2015-08-12,UG/L,<,0.022000000000000002,34.15188889,-117.92030556,MUNICIPAL,0.0,115.0,225.0,USGS,ULASG-15,ULASG-15,2015,8
449624,ULASGU-08,0.193,TCE,2005-07-13,UG/L,,0.038,34.09858333,-118.05172222,MUNICIPAL,942.0,292.0,626.0,USGS,ULASGU-08,ULASGU-08,2005,7
449797,USAWS-10,0.02,TCE,2007-01-24,UG/L,<,0.02,33.77172222,-117.18913889,MUNICIPAL,360.0,90.0,230.0,USGS,USAWS-10,USAWS-10,2007,1
449836,USAWS-14,0.02,TCE,2007-02-05,UG/L,<,0.02,33.7725,-116.94622222,MUNICIPAL,1550.0,470.0,1060.0,USGS,USAWS-14,USAWS-14,2007,2
449853,USAWS-14,0.025,TCE,2017-02-14,UG/L,<,0.025,33.7725,-116.94622222,MUNICIPAL,1550.0,470.0,1060.0,USGS,USAWS-14,USAWS-14,2017,2
449884,USAWS-11,0.02,TCE,2007-01-25,UG/L,<,0.02,33.75805556,-117.18077778,MUNICIPAL,380.0,80.0,260.0,USGS,USAWS-11,USAWS-11,2007,1
450136,KERN-47,0.038,TCE,2006-03-02,UG/L,<,0.038,35.44272222,-119.20094444,MUNICIPAL,810.0,0.0,0.0,USGS,KERN-47,KERN-47,2006,3
450201,MADCHOW-01,0.02,TCE,2008-04-14,UG/L,<,0.02,36.93113889,-120.10588889,MUNICIPAL,592.0,210.0,378.0,USGS,MADCHOW-01,MADCHOW-01,2008,4
450214,S4-TUSK-KAW22,0.022000000000000002,TCE,2014-12-16,UG/L,<,0.022000000000000002,36.29708333,-119.17730556,MUNICIPAL,195.0,0.0,0.0,USGS,S4-TUSK-KAW22,S4-TUSK-KAW22,2014,12
450382,MADCHOW-04,0.025,TCE,2018-06-06,UG/L,<,0.025,36.84488889,-119.82480556,MUNICIPAL,480.0,180.0,290.0,USGS,MADCHOW-04,MADCHOW-04,2018,6
450759,KWH-10,0.038,TCE,2005-11-17,UG/L,<,0.038,36.14744444,-119.05605556,MUNICIPAL,323.0,0.0,0.0,USGS,KWH-10,KWH-10,2005,11
450787,KWH-10,0.022000000000000002,TCE,2015-10-26,UG/L,<,0.022000000000000002,36.14744444,-119.05605556,MUNICIPAL,323.0,0.0,0.0,USGS,KWH-10,KWH-10,2015,10
450854,KWH-06,0.038,TCE,2005-11-15,UG/L,<,0.038,36.20677778,-119.10383333,MUNICIPAL,580.0,300.0,280.0,USGS,KWH-06,KWH-06,2005,11
450872,KWH-06,0.017,TCE,2015-10-28,UG/L,,0.022000000000000002,36.20677778,-119.10383333,MUNICIPAL,580.0,300.0,280.0,USGS,KWH-06,KWH-06,2015,10
450935,S3-MACK-K45,0.022000000000000002,TCE,2014-02-25,UG/L,<,0.022000000000000002,36.65561111,-119.33397222,MUNICIPAL,100.0,27.0,73.0,USGS,S3-MACK-K45,S3-MACK-K45,2014,2
451038,MADCHOW-03,0.301,TCE,2008-04-15,UG/L,,0.02,36.96300227,-120.06460671,MUNICIPAL,540.0,240.0,280.0,USGS,MADCHOW-03,MADCHOW-03,2008,4
451182,KING-30,0.022000000000000002,TCE,2015-10-20,UG/L,<,0.022000000000000002,36.66180556,-119.44888889,MUNICIPAL,490.0,330.0,140.0,USGS,KING-30,KING-30,2015,10
